entity|importance|category|chunk_id|type
India's Digital Public Infrastructure Transformation Ecosystem|5|event|ded53e412e15418db0ce8e093a0b0bb7|concept
government agencies|4|organisation|ded53e412e15418db0ce8e093a0b0bb7|concept
industry leaders|4|organisation|ded53e412e15418db0ce8e093a0b0bb7|concept
startups|3|organisation|ded53e412e15418db0ce8e093a0b0bb7|concept
academia|2|organisation|ded53e412e15418db0ce8e093a0b0bb7|concept
civil society organisations|3|organisation|ded53e412e15418db0ce8e093a0b0bb7|concept
India’s G20 presidency|4|event|ded53e412e15418db0ce8e093a0b0bb7|concept
Global DPI Summit21|3|event|ded53e412e15418db0ce8e093a0b0bb7|concept
Accelerating Global Health|5|event|c1ec1f16dbb64a0d8dbd9b266609afae|concept
Pathways to Health Equity for the G20|5|event|c1ec1f16dbb64a0d8dbd9b266609afae|concept
marginalised communities|4|condition|c1ec1f16dbb64a0d8dbd9b266609afae|concept
India|5|organisation|c1ec1f16dbb64a0d8dbd9b266609afae|concept
digital inclusion|3|condition|c1ec1f16dbb64a0d8dbd9b266609afae|concept
urban telephone subscribers|2|organisation|c1ec1f16dbb64a0d8dbd9b266609afae|concept
gender gap in mobile ownership|3|condition|c1ec1f16dbb64a0d8dbd9b266609afae|concept
India's digital infrastructure|4|organisation|c1ec1f16dbb64a0d8dbd9b266609afae|concept
intermediaries (digital media, e-commerce)|2|object|c1ec1f16dbb64a0d8dbd9b266609afae|concept
connectivity to cause harm or commit crimes|3|event|c1ec1f16dbb64a0d8dbd9b266609afae|concept
comprehensive measures|4|event|c1ec1f16dbb64a0d8dbd9b266609afae|concept
potential DPI’s scalability|2|object|c1ec1f16dbb64a0d8dbd9b266609afae|concept
regulatory sandboxes|4|concept|717cc8137f1e405aa98adda0a4d527db|concept
innovative technologies|3|concept|717cc8137f1e405aa98adda0a4d527db|concept
consumer protection|4|condition|717cc8137f1e405aa98adda0a4d527db|concept
risk mitigation|3|condition|717cc8137f1e405aa98adda0a4d527db|concept
India's Digital Public Infrastructure Transformation|5|event|3dea693354c2490488cf797844863da1|concept
forums and platforms for stakeholders|4|object|3dea693354c2490488cf797844863da1|concept
policy discussions and regulatory consultations|4|event|3dea693354c2490488cf797844863da1|concept
balanced regulatory policies|3|concept|3dea693354c2490488cf797844863da1|concept
Indian regulators|4|organisation|3dea693354c2490488cf797844863da1|concept
Digital Personal Data Protection Bill 2022|3|document|3dea693354c2490488cf797844863da1|concept
presentation of the Digital India Act 2023|3|event|3dea693354c2490488cf797844863da1|concept
consumer needs, emerging technologies, and market trends|4|condition|3dea693354c2490488cf797844863da1|concept
challenges|2|misc|3dea693354c2490488cf797844863da1|concept
technology|5|concept|2d915595100243ee97337357adfbd5a8|concept
regulatory frameworks|4|concept|2d915595100243ee97337357adfbd5a8|concept
India's DPI|4|concept|2d915595100243ee97337357adfbd5a8|concept
Aadhaar|3|object|2d915595100243ee97337357adfbd5a8|concept
UPI|3|object|2d915595100243ee97337357adfbd5a8|concept
digital health infrastructure|3|object|2d915595100243ee97337357adfbd5a8|concept
DBT|3|object|2d915595100243ee97337357adfbd5a8|concept
e-governance|3|object|2d915595100243ee97337357adfbd5a8|concept
Accelerating Global Health|5|event|613d6988832246eaaf57f6d9192e54d0|concept
Pathways to Health Equity for the G20|4|concept|613d6988832246eaaf57f6d9192e54d0|concept
India's DPI experience|3|object|613d6988832246eaaf57f6d9192e54d0|concept
Digital systems|3|object|613d6988832246eaaf57f6d9192e54d0|concept
Inclusive societies|2|concept|613d6988832246eaaf57f6d9192e54d0|concept
Sustainable development in the 21st century|2|event|613d6988832246eaaf57f6d9192e54d0|concept
Sameer Kanwar|3|person|613d6988832246eaaf57f6d9192e54d0|concept
Varun Kumar|2|person|613d6988832246eaaf57f6d9192e54d0|concept
Antibiotics|5|object|a2e40d44ac8b4bc1b87b168a9a450207|concept
Antimicrobial Resistance (AMR)|5|concept|a2e40d44ac8b4bc1b87b168a9a450207|concept
Global Health Crisis|4|concept|a2e40d44ac8b4bc1b87b168a9a450207|concept
Health Equity|3|concept|a2e40d44ac8b4bc1b87b168a9a450207|concept
Global Economy|2|object|a2e40d44ac8b4bc1b87b168a9a450207|concept
Extreme Poverty|1|condition|a2e40d44ac8b4bc1b87b168a9a450207|concept
Developing Nations|2|location|a2e40d44ac8b4bc1b87b168a9a450207|concept
AMR|5|concept|845384860a874fc8b18ed38b165d91fb|concept
Interventions|3|concept|845384860a874fc8b18ed38b165d91fb|concept
Antimicrobials|4|object|845384860a874fc8b18ed38b165d91fb|concept
Healthcare Systems|3|place|845384860a874fc8b18ed38b165d91fb|concept
Patient Outcomes|4|concept|845384860a874fc8b18ed38b165d91fb|concept
Health Equity|3|condition|845384860a874fc8b18ed38b165d91fb|concept
Essay|2|document|845384860a874fc8b18ed38b165d91fb|concept
Ranga Reddy Burri|1|person|845384860a874fc8b18ed38b165d91fb|concept
Robert Skov|1|person|845384860a874fc8b18ed38b165d91fb|concept
Bulagonda Eswarappa Pradeep|1|person|845384860a874fc8b18ed38b165d91fb|concept
Ralf Sudbrak|1|person|845384860a874fc8b18ed38b165d91fb|concept
Antimicrobial Resistance|5|concept|f1e59f2d24db4d059c8bc8fdc7a5193c|concept
Persistent Infectious Diseases|4|condition|f1e59f2d24db4d059c8bc8fdc7a5193c|concept
Antimicrobial Drugs|3|object|f1e59f2d24db4d059c8bc8fdc7a5193c|concept
Biological Evolution|4|concept|f1e59f2d24db4d059c8bc8fdc7a5193c|concept
Defense System of Microorganisms|3|condition|f1e59f2d24db4d059c8bc8fdc7a5193c|concept
Antibiotic Resistance Mechanisms|4|concept|f1e59f2d24db4d059c8bc8fdc7a5193c|concept
Antimicrobial Resistance (AMR)|5|concept|5f12a23a8cd14c22a6ce2a6851934d50|concept
Resistance|4|condition|5f12a23a8cd14c22a6ce2a6851934d50|concept
Antibiotics|3|object|5f12a23a8cd14c22a6ce2a6851934d50|concept
Microorganisms|2|concept|5f12a23a8cd14c22a6ce2a6851934d50|concept
Selection|4|condition|5f12a23a8cd14c22a6ce2a6851934d50|concept
Accelerating Global Health|5|event|66c6d834348b4a62b864b5a39bb15fe1|concept
Pathways to Health Equity for the G20|4|concept|66c6d834348b4a62b864b5a39bb15fe1|concept
Inadequate infection prevention and control|4|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
AMR|3|concept|66c6d834348b4a62b864b5a39bb15fe1|concept
Hand hygiene|2|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
Improper disinfection and sterilisation practices|2|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
Inadequate sanitation|2|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
Hospital-acquired infections|2|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
Infection prevention and control measures|3|concept|66c6d834348b4a62b864b5a39bb15fe1|concept
Infection control practices|2|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
Low- and middle-income countries (LMICs)|3|condition|66c6d834348b4a62b864b5a39bb15fe1|concept
World Health Organization|2|organisation|66c6d834348b4a62b864b5a39bb15fe1|concept
WHO|4|organisation|814076eb4141455baa4afe3bddce0dd9|concept
US Centers for Disease Control and Prevention|3|organisation|814076eb4141455baa4afe3bddce0dd9|concept
Infection Control Academy of India (IFCAI)|2|organisation|814076eb4141455baa4afe3bddce0dd9|concept
Abuse/inappropriate use of antibiotics|3|condition|814076eb4141455baa4afe3bddce0dd9|concept
Selection pressure on microbes due to the use of antimicrobial drugs|3|condition|814076eb4141455baa4afe3bddce0dd9|concept
Social and administrative factors|2|condition|814076eb4141455baa4afe3bddce0dd9|concept
Availability of antimicrobials through over-the-counter (OTC) sales without requiring prescriptions|3|condition|814076eb4141455baa4afe3bddce0dd9|concept
Inappropriate prescription of antibiotics by physicians|2|condition|814076eb4141455baa4afe3bddce0dd9|concept
Study conducted by WHO|2|event|814076eb4141455baa4afe3bddce0dd9|concept
Significant proportion of antimicrobials prescribed in outpatient departments were unnecessary or inappropriate|3|condition|814076eb4141455baa4afe3bddce0dd9|concept
Rampant use of antibiotics in the livestock sector|2|condition|814076eb4141455baa4afe3bddce0dd9|concept
antibiotic|5|object|0aef0d4620f242e996cf1d0b2d84b4cc|concept
patients|3|organisation|0aef0d4620f242e996cf1d0b2d84b4cc|concept
OTC sale of antimicrobials|4|event|0aef0d4620f242e996cf1d0b2d84b4cc|concept
New legislation|3|event|0aef0d4620f242e996cf1d0b2d84b4cc|concept
stricter antibiotic prescription and consumption measures|4|event|0aef0d4620f242e996cf1d0b2d84b4cc|concept
antimicrobial drug development process|3|concept|0aef0d4620f242e996cf1d0b2d84b4cc|concept
advancements in computational|2|misc|0aef0d4620f242e996cf1d0b2d84b4cc|concept
Battle Against Antimicrobial Resistance|5|event|7fb1b39b4037448eaf3eb30e1898fc7e|concept
chemistry and artificial intelligence (AI)|4|concept|7fb1b39b4037448eaf3eb30e1898fc7e|concept
antimicrobials|3|object|7fb1b39b4037448eaf3eb30e1898fc7e|concept
in vitro and in vivo trials|2|event|7fb1b39b4037448eaf3eb30e1898fc7e|concept
bacteria|3|organisation|7fb1b39b4037448eaf3eb30e1898fc7e|concept
antibiotics|4|object|7fb1b39b4037448eaf3eb30e1898fc7e|concept
quicker and more efficient antibiotic testing and approval pipelines|3|event|7fb1b39b4037448eaf3eb30e1898fc7e|concept
antimicrobial discovery|4|concept|7fb1b39b4037448eaf3eb30e1898fc7e|concept
existing drugs|3|object|7fb1b39b4037448eaf3eb30e1898fc7e|concept
natural products|2|organisation|7fb1b39b4037448eaf3eb30e1898fc7e|concept
alternate treatment strategies|2|concept|7fb1b39b4037448eaf3eb30e1898fc7e|concept
computational approaches for drug design|3|concept|7fb1b39b4037448eaf3eb30e1898fc7e|concept
interdisciplinary collaborations|2|event|7fb1b39b4037448eaf3eb30e1898fc7e|concept
new technologies|2|organisation|7fb1b39b4037448eaf3eb30e1898fc7e|concept
clinical antibacterial pipeline|3|object|7fb1b39b4037448eaf3eb30e1898fc7e|concept
AMR infections|4|condition|c00efcf689b046e79324603ecf4f180e|concept
antibacterials|4|object|c00efcf689b046e79324603ecf4f180e|concept
WHO priority pathogens|3|concept|c00efcf689b046e79324603ecf4f180e|concept
tuberculosis|2|condition|c00efcf689b046e79324603ecf4f180e|concept
Global AMR R&D Hub|3|organisation|c00efcf689b046e79324603ecf4f180e|concept
WHO|4|organisation|c00efcf689b046e79324603ecf4f180e|concept
development of new antibacterial treatments|5|concept|676eaa0f093b4fbc80687cb2f30c6f16|concept
emerging threat of AMR|4|condition|676eaa0f093b4fbc80687cb2f30c6f16|concept
return on investment for new antibiotics|3|concept|676eaa0f093b4fbc80687cb2f30c6f16|concept
big pharmaceutical companies|2|organisation|676eaa0f093b4fbc80687cb2f30c6f16|concept
antibiotic market|3|market|676eaa0f093b4fbc80687cb2f30c6f16|concept
small or micro biotech firms|2|organisation|676eaa0f093b4fbc80687cb2f30c6f16|concept
novel reimbursement models|3|misc|676eaa0f093b4fbc80687cb2f30c6f16|concept
Accelerating Global Health|4|event|29773bc63cdc4fa680e82c66e6629eed|concept
Pathways to Health Equity for the G20|3|concept|29773bc63cdc4fa680e82c66e6629eed|concept
Innovative financing mechanisms|5|concept|29773bc63cdc4fa680e82c66e6629eed|concept
Antimicrobials|4|object|29773bc63cdc4fa680e82c66e6629eed|concept
Advance market commitment–type investments|3|concept|29773bc63cdc4fa680e82c66e6629eed|concept
DNDi (Drugs for Neglected Diseases Initiative)|4|organisation|29773bc63cdc4fa680e82c66e6629eed|concept
CEPI (Coalition for Epidemic Preparedness Innovations)|3|organisation|29773bc63cdc4fa680e82c66e6629eed|concept
Gavi (Global Alliance for Vaccines and Immunization)|3|organisation|29773bc63cdc4fa680e82c66e6629eed|concept
Antibiotics|4|object|29773bc63cdc4fa680e82c66e6629eed|concept
Governments pool funding|3|event|29773bc63cdc4fa680e82c66e6629eed|concept
Manufacturers and the private sector|4|organisation|29773bc63cdc4fa680e82c66e6629eed|concept
Financial incentives|3|concept|29773bc63cdc4fa680e82c66e6629eed|concept
Equitable pricing and access|4|condition|29773bc63cdc4fa680e82c66e6629eed|concept
Fight against AMR|3|event|29773bc63cdc4fa680e82c66e6629eed|concept
Effective treatments for all|4|condition|29773bc63cdc4fa680e82c66e6629eed|concept
Poor diagnostic capacity|3|condition|29773bc63cdc4fa680e82c66e6629eed|concept
Accurate and timely diagnostics|4|condition|29773bc63cdc4fa680e82c66e6629eed|concept
infectious diseases|5|concept|7745a8bcb0d44d66ad78c6d2c0971a61|concept
diagnostic capacity|4|concept|7745a8bcb0d44d66ad78c6d2c0971a61|concept
developing countries|3|place|7745a8bcb0d44d66ad78c6d2c0971a61|concept
vulnerable populations|3|misc|7745a8bcb0d44d66ad78c6d2c0971a61|concept
high-income countries|2|place|7745a8bcb0d44d66ad78c6d2c0971a61|concept
LMICs|3|organisation|7745a8bcb0d44d66ad78c6d2c0971a61|concept
quality and efficiency|2|misc|7745a8bcb0d44d66ad78c6d2c0971a61|concept
healthcare delivery|3|event|705bfb5bc30d4ce9a762f127476a6352|concept
global health goals|4|concept|705bfb5bc30d4ce9a762f127476a6352|concept
communicable diseases|3|condition|705bfb5bc30d4ce9a762f127476a6352|concept
non-communicable diseases|3|condition|705bfb5bc30d4ce9a762f127476a6352|concept
innovations related to AMR|4|event|705bfb5bc30d4ce9a762f127476a6352|concept
alternative therapies|2|concept|705bfb5bc30d4ce9a762f127476a6352|concept
bacteriophages|3|object|705bfb5bc30d4ce9a762f127476a6352|concept
antimicrobial peptides (AMPs) or bacteria|2|organisation|705bfb5bc30d4ce9a762f127476a6352|concept
antimicrobial adjuvants|3|object|705bfb5bc30d4ce9a762f127476a6352|concept
faecal microbiota transplant (FMT)|2|organisation|705bfb5bc30d4ce9a762f127476a6352|concept
competitive exclusion of pathogens|3|concept|705bfb5bc30d4ce9a762f127476a6352|concept
genetically modified probiotics|2|object|705bfb5bc30d4ce9a762f127476a6352|concept
Battle Against Antimicrobial Resistance|4|concept|573672aab4184bd0a0d749d328280bc8|concept
postbiotics|3|object|573672aab4184bd0a0d749d328280bc8|concept
antimicrobials|4|concept|573672aab4184bd0a0d749d328280bc8|concept
streamlined approval|3|misc|573672aab4184bd0a0d749d328280bc8|concept
regulatory agencies|2|organisation|573672aab4184bd0a0d749d328280bc8|concept
researchers|2|misc|573672aab4184bd0a0d749d328280bc8|concept
industry stakeholders|2|misc|573672aab4184bd0a0d749d328280bc8|concept
adaptive dose-ranging studies|3|document|573672aab4184bd0a0d749d328280bc8|concept
seamless phase transitions|2|misc|573672aab4184bd0a0d749d328280bc8|concept
drug repurposing|3|concept|573672aab4184bd0a0d749d328280bc8|concept
Approved drugs|3|object|a2dff2067d5543578a60182bfd8845c5|concept
Preclinical and early clinical development stages|2|event|a2dff2067d5543578a60182bfd8845c5|concept
Repurposing drugs|4|concept|a2dff2067d5543578a60182bfd8845c5|concept
In-silico analyses|3|event|a2dff2067d5543578a60182bfd8845c5|concept
High-throughput screening|3|event|a2dff2067d5543578a60182bfd8845c5|concept
Drug libraries|2|object|a2dff2067d5543578a60182bfd8845c5|concept
Antibacterial activity|3|concept|a2dff2067d5543578a60182bfd8845c5|concept
Machine learning (ML)|4|technique|a2dff2067d5543578a60182bfd8845c5|concept
Artificial intelligence (AI)|4|technique|a2dff2067d5543578a60182bfd8845c5|concept
Neural network-based approaches|3|event|a2dff2067d5543578a60182bfd8845c5|concept
Molecular fingerprints|2|object|a2dff2067d5543578a60182bfd8845c5|concept
Diagnostic process|3|event|a2dff2067d5543578a60182bfd8845c5|concept
Industry Collaboration|4|event|21cf6462eb7f41de8afc3c403e296587|concept
Sri Sathya Sai Institute of Higher Learning|2|organization|21cf6462eb7f41de8afc3c403e296587|concept
IFCAI|2|organization|21cf6462eb7f41de8afc3c403e296587|concept
SCIINV Biosciences Private Limited|2|organization|21cf6462eb7f41de8afc3c403e296587|concept
AMRx™|3|object|21cf6462eb7f41de8afc3c403e296587|concept
AI/ML-based culture-free prediction system|4|concept|21cf6462eb7f41de8afc3c403e296587|concept
Urinary Tract Infections|3|condition|21cf6462eb7f41de8afc3c403e296587|concept
Clinical Decision Support System|2|object|21cf6462eb7f41de8afc3c403e296587|concept
Empirical Antibiotic Prescriptions|3|concept|21cf6462eb7f41de8afc3c403e296587|concept
Unnecessary Laboratory Testing of Samples|2|condition|21cf6462eb7f41de8afc3c403e296587|concept
Accelerating Global Health|5|event|0cac054347174785b04ddef8537bee36|concept
Pathways to Health Equity for the G20|4|event|0cac054347174785b04ddef8537bee36|concept
AMR (Antimicrobial Resistance)|5|concept|0cac054347174785b04ddef8537bee36|concept
Quadripartite|3|organisation|0cac054347174785b04ddef8537bee36|concept
One Health approach|4|concept|0cac054347174785b04ddef8537bee36|concept
National Action Plans (NAPs)|3|document|0cac054347174785b04ddef8537bee36|concept
market failure for antimicrobials|4|condition|6fa033fa9795403f88f1b4cea6fa05f4|concept
financing development of novel antimicrobials|3|event|6fa033fa9795403f88f1b4cea6fa05f4|concept
Rapid Diagnostic Tests and Point-of-Care Technologies in AMR|4|concept|6fa033fa9795403f88f1b4cea6fa05f4|concept
Absolute, concrete, and timely diagnosis detection|3|event|6fa033fa9795403f88f1b4cea6fa05f4|concept
infection-causing pathogens|4|concept|6fa033fa9795403f88f1b4cea6fa05f4|concept
Rapid diagnostic tests (RDTs)|3|object|6fa033fa9795403f88f1b4cea6fa05f4|concept
Point-of-care technologies (POC)|3|object|6fa033fa9795403f88f1b4cea6fa05f4|concept
polymerase chain reaction-based tests|2|object|6fa033fa9795403f88f1b4cea6fa05f4|concept
genotypic assays|2|object|6fa033fa9795403f88f1b4cea6fa05f4|concept
phenotypic assays|2|object|6fa033fa9795403f88f1b4cea6fa05f4|concept
Battle Against Antimicrobial Resistance|5|event|132097da86644b35b8147fcb94ab68d8|concept
Accelerating Efforts to Combat AMR|3|event|132097da86644b35b8147fcb94ab68d8|concept
Combating AMR|5|concept|132097da86644b35b8147fcb94ab68d8|concept
Policy|3|object|132097da86644b35b8147fcb94ab68d8|concept
Implementation|3|event|132097da86644b35b8147fcb94ab68d8|concept
New antibiotics|4|object|132097da86644b35b8147fcb94ab68d8|concept
Alternative treatments|3|object|132097da86644b35b8147fcb94ab68d8|concept
Bacteriophages|2|organisation|132097da86644b35b8147fcb94ab68d8|concept
Infection prevention and control practices|3|object|132097da86644b35b8147fcb94ab68d8|concept
Antimicrobial use|2|condition|132097da86644b35b8147fcb94ab68d8|concept
Surveillance and data collection|3|event|132097da86644b35b8147fcb94ab68d8|concept
One Health approach|2|organisation|132097da86644b35b8147fcb94ab68d8|concept
National and global health plans|3|document|132097da86644b35b8147fcb94ab68d8|concept
Stakeholders|2|organisation|132097da86644b35b8147fcb94ab68d8|concept
Political will|2|event|132097da86644b35b8147fcb94ab68d8|concept
Accelerating Global Health|5|event|83a561974e644530b643bd7b78aaca7a|concept
Pathways to Health Equity for the G20|5|event|83a561974e644530b643bd7b78aaca7a|concept
AMR|5|concept|83a561974e644530b643bd7b78aaca7a|concept
LMICs|4|condition|83a561974e644530b643bd7b78aaca7a|concept
vulnerable populations in HICs|4|condition|83a561974e644530b643bd7b78aaca7a|concept
antimicrobials pipeline|3|concept|83a561974e644530b643bd7b78aaca7a|concept
industry leaving the field of antimicrobial drug discovery|4|event|83a561974e644530b643bd7b78aaca7a|concept
AMR pandemic|5|concept|83a561974e644530b643bd7b78aaca7a|concept
consequences of AMR|4|event|83a561974e644530b643bd7b78aaca7a|concept
need for increased action|5|event|83a561974e644530b643bd7b78aaca7a|concept
multifaceted effort|4|event|83a561974e644530b643bd7b78aaca7a|concept
reducing the circulation and spread of existing resistant microorganisms|3|event|83a561974e644530b643bd7b78aaca7a|concept
increase of novel resistance mechanisms|4|concept|83a561974e644530b643bd7b78aaca7a|concept
lowering the overall use of antimicrobials|3|event|83a561974e644530b643bd7b78aaca7a|concept
antimicrobial stewardship|4|concept|83a561974e644530b643bd7b78aaca7a|concept
accessibility of affordable and timely diagnostics|3|event|83a561974e644530b643bd7b78aaca7a|concept
strengthening IPC and biosecurity procedures|3|event|83a561974e644530b643bd7b78aaca7a|concept
Dr. Bulagonda Eswarappa Pradeep|2|person|6c480a85100e4e80adba9687a25de868|concept
Department of Biosciences|3|organisation|6c480a85100e4e80adba9687a25de868|concept
Sri Sathya Sai Institute of Higher Learning|2|organisation|6c480a85100e4e80adba9687a25de868|concept
India|3|place|6c480a85100e4e80adba9687a25de868|concept
Dr. Ralf Sudbrak|2|person|6c480a85100e4e80adba9687a25de868|concept
Deputy Director at the Global A M R R & D Hub|3|organisation|6c480a85100e4e80adba9687a25de868|concept
Berlin, Germany|2|place|6c480a85100e4e80adba9687a25de868|concept
G20 Countries|5|organisation|47b323d77856431b8d67d73bf0cde810|concept
Average Life Expectancy|4|condition|47b323d77856431b8d67d73bf0cde810|concept
Global Average of Life Expectancy|3|condition|47b323d77856431b8d67d73bf0cde810|concept
Accelerating Global Health|4|concept|ec5c38d181dd4fe98b66c735aac3841b|concept
G20|5|organisation|ec5c38d181dd4fe98b66c735aac3841b|concept
Public Health Outcomes|4|concept|ec5c38d181dd4fe98b66c735aac3841b|concept
Health Equity|4|concept|ec5c38d181dd4fe98b66c735aac3841b|concept
Life Expectancy|4|concept|ec5c38d181dd4fe98b66c735aac3841b|concept
Healthcare Spending|5|concept|ec5c38d181dd4fe98b66c735aac3841b|concept
GDP|3|object|ec5c38d181dd4fe98b66c735aac3841b|concept
Role of Health Finance in G20 Countries|5|concept|67bf46897ef2443ea58021ade0df45a0|concept
Higher % GDP Spending in Healthcare|3|event|67bf46897ef2443ea58021ade0df45a0|concept
Universal Health Care Coverage|4|concept|67bf46897ef2443ea58021ade0df45a0|concept
WHO Data|2|document|67bf46897ef2443ea58021ade0df45a0|concept
Healthcare Spending and Health Outcomes|4|event|67bf46897ef2443ea58021ade0df45a0|concept
Innovative Financing Mechanisms|3|object|67bf46897ef2443ea58021ade0df45a0|concept
G20 Countries|4|organization|67bf46897ef2443ea58021ade0df45a0|concept
Out-of-Pocket Expenses|3|concept|67bf46897ef2443ea58021ade0df45a0|concept
health equity|5|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
health disparities|4|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
socioeconomic status|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
race|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
ethnicity|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
gender|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
geographic location|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
access to healthcare services|4|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
redistributing resources|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
targeted healthcare programs|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
improving access to quality healthcare services|4|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
addressing social and economic inequalities|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
promoting health education and prevention|3|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
Universal Health Coverage (UHC)|4|concept|cee9405d7f9345ac9beb4b3fbf485aec|concept
Global|2|organisation|cee9405d7f9345ac9beb4b3fbf485aec|concept
India|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Indonesia|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Turkiye|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
China|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Singapore|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
South Korea|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Netherlands|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
UK|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Canada|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
United States|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Germany|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
France|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Japan|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Spain|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Brazil|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Argentina|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
South Africa|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Russia|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Australia|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Mexico|2|place|cee9405d7f9345ac9beb4b3fbf485aec|concept
Accelerating Global Health|5|event|b3125524cd434526969844ef534e60b7|concept
Pathways to Health Equity for the G20|5|concept|b3125524cd434526969844ef534e60b7|concept
COVID-19 pandemic|4|event|b3125524cd434526969844ef534e60b7|concept
G20 countries|5|organisation|b3125524cd434526969844ef534e60b7|concept
Universal Health Coverage (UHC)|4|concept|b3125524cd434526969844ef534e60b7|concept
Out-Of-Pocket Expenses (OOPE)|3|concept|b3125524cd434526969844ef534e60b7|concept
maternal, newborn and child health|3|concept|9cfbef4b83674b20b627a9af06d3ae12|concept
infectious diseases|2|concept|9cfbef4b83674b20b627a9af06d3ae12|concept
non-communicable diseases|3|concept|9cfbef4b83674b20b627a9af06d3ae12|concept
service capacity and access|2|concept|9cfbef4b83674b20b627a9af06d3ae12|concept
general and most disadvantaged populations|3|concept|9cfbef4b83674b20b627a9af06d3ae12|concept
catastrophic OOP healthcare spending|4|concept|9cfbef4b83674b20b627a9af06d3ae12|concept
G20 countries|3|organisation|9cfbef4b83674b20b627a9af06d3ae12|concept
Spain and Singapore|2|place|9cfbef4b83674b20b627a9af06d3ae12|concept
WHO data6UHC|3|document|9cfbef4b83674b20b627a9af06d3ae12|concept
Figure 4|2|object|9cfbef4b83674b20b627a9af06d3ae12|concept
Past Decade for G20 Countries|3|event|9cfbef4b83674b20b627a9af06d3ae12|concept
Lower Out of Pocket Expenditure as a% of Current Health Expenditure|5|concept|8557a7dfb0ce4db8a2b165aedc19d757|concept
Global average|3|misc|8557a7dfb0ce4db8a2b165aedc19d757|concept
2009|1|event|8557a7dfb0ce4db8a2b165aedc19d757|concept
ZAFTURTUR|1|miscellaneous|8557a7dfb0ce4db8a2b165aedc19d757|concept
KSA KSAFRA|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
FRA|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
USAUSAJPN|2|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
JPNDEU|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
AUSSPN|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
SPNITA|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
ITA|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
BRABRAKOR|1|miscellaneous|8557a7dfb0ce4db8a2b165aedc19d757|concept
CHI|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
CHIRUS|1|miscellaneous|8557a7dfb0ce4db8a2b165aedc19d757|concept
RUSMEX|1|miscellaneous|8557a7dfb0ce4db8a2b165aedc19d757|concept
MEX|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
IDN|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
IDNIND|1|miscellaneous|8557a7dfb0ce4db8a2b165aedc19d757|concept
INDKOR|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
SGP|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
SGPCAN|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
CAN|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
