node_1|node_2|edge|chunk_id|node_ 1|Edge
upi|instant money transfers between bank accounts|enables|8507704c71af4046b36f3348692ead0d||
digital transactions|india's experience|learn from|a16a8630ec2e4e6fba026e3265f13a86||
payment ecosystem|financial inclusion|led to|a16a8630ec2e4e6fba026e3265f13a86||
cash reliance|reduced|due to|a16a8630ec2e4e6fba026e3265f13a86||
transparency in transactions|enhanced|by|a16a8630ec2e4e6fba026e3265f13a86||
upi|implementation|created a platform for|a16a8630ec2e4e6fba026e3265f13a86||
instant money transfers|bank accounts|enables|a16a8630ec2e4e6fba026e3265f13a86||
smartphone-based interface|seamless, interoperable, real-time payments|supports|a16a8630ec2e4e6fba026e3265f13a86||
digital economy growth|upi has provided a significant boost to||a16a8630ec2e4e6fba026e3265f13a86||
digital public infrastructure transformation|india's digital economy growth potential|is related to|2df59a2c23fd4299aa5289516d7fe4ca||
real-time payments|indian population adoption of digital platforms for making payments|shows the ease with which|2df59a2c23fd4299aa5289516d7fe4ca||
direct benefit transfer (dbt)|eliminating potential leakages in physical delivery of financial benefits and ensuring efficient transfer of welfare to right beneficiaries|is a part of|2df59a2c23fd4299aa5289516d7fe4ca||
pradhan mantri jan-dhan yojana|dbt programme in india|is an enabler for|2df59a2c23fd4299aa5289516d7fe4ca||
jan dhan-aadhaar-mobile yojana|dbt programme in india|is an enabler for|2df59a2c23fd4299aa5289516d7fe4ca||
e-governance|citizen-centric services|focuses on|2df59a2c23fd4299aa5289516d7fe4ca||
dbt payments|fy 2021-22|time period|2290c2d7dd6e4fb4bd1dd3b017722e68||
digital india|e-governance platforms|initiative for technological usage in governance|2290c2d7dd6e4fb4bd1dd3b017722e68||
mygov platform|citizen-government interactions|enabler of citizen-centric services|2290c2d7dd6e4fb4bd1dd3b017722e68||
citizen-centricity|digital governance|approach for improved service delivery and transparency|2290c2d7dd6e4fb4bd1dd3b017722e68||
startup india|government initiative|a n d  M a k e  i n  I n d i a|014f9ea7e74046c3a199e084f6657655||
make in india|government initiative|incentivised the development, manufacture, and assembly of products in the country,|014f9ea7e74046c3a199e084f6657655||
department for promotion of industry and internal trade|government entity|under the commerce ministry|014f9ea7e74046c3a199e084f6657655||
bharatnet|initiative|which aims to connect over 250,000 local rural bodies with high-speed internet,|014f9ea7e74046c3a199e084f6657655||
common service centers|initiative|provide access to government services in|014f9ea7e74046c3a199e084f6657655||
digital literacy and inclusion|bridging the digital divide|Enabling|06adff272cad490cace25f6dfee1652d||
dpi|india’s digital transformation|Accomplishment of|06adff272cad490cace25f6dfee1652d||
technology|combination with inclusivity, scalability, regulation, and collaboration|Effective implementation of|06adff272cad490cace25f6dfee1652d||
key factors|india’s digital revolution|Instrumental in|06adff272cad490cace25f6dfee1652d||
india's digital public infrastructure transformation ecosystem|government agencies|collaboration|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|industry leaders|collaboration|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|startups|collaboration|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|academia|collaboration|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|civil society organisations|collaboration|3d69704c07bc45b798128faaee87c3c6||
government agencies|india’s g20 presidency|drawing attention to collaboration importance|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|global dpi summit21|initiative for close agreement on common principles and design aspects of DPIs|3d69704c07bc45b798128faaee87c3c6||
indian government|india stack|establishing platforms|3d69704c07bc45b798128faaee87c3c6||
indian government|forums|for collaboration|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|public-private partnerships and international collaborations|knowledge exchange, best practice sharing, and access to resources and funding|3d69704c07bc45b798128faaee87c3c6||
india's digital public infrastructure transformation ecosystem|academic institutions and research organisations|aiding innovation and addressing technical and policy challenges|3d69704c07bc45b798128faaee87c3c6||
dpi|india government|establishing platforms|a3bb7b5785614744bfc93dc4ac04eaf8||
dpi|collaboration|encourage active participation, information sharing, and coordination between different stakeholders|a3bb7b5785614744bfc93dc4ac04eaf8||
dpi|interoperability|prioritise interoperability, data privacy, security, and scalability|a3bb7b5785614744bfc93dc4ac04eaf8||
dpi|inclusivity|significance of inclusivity|a3bb7b5785614744bfc93dc4ac04eaf8||
aadhaar number|projected population of 1.37 billion|around 1.27 billion held a live Aadhaar number|a3bb7b5785614744bfc93dc4ac04eaf8||
meity|upper house of parliament|in response to an unstarred question in July 2022|a3bb7b5785614744bfc93dc4ac04eaf8||
digital public infrastructure|inclusive digital growth|scalability and inclusion|bee39e9c57284375ab9ef3286387d6f7||
digital public infrastructure|future needs|preparing for the future|bee39e9c57284375ab9ef3286387d6f7||
india's digital inclusion|urban telephone subscribers|gaps in digital inclusion across demographic locations|bee39e9c57284375ab9ef3286387d6f7||
india's digital inclusion|gender gap in mobile ownership|closing difference|bee39e9c57284375ab9ef3286387d6f7||
india's digital infrastructure|future growth needs|quantum increase in users connected to the internet|bee39e9c57284375ab9ef3286387d6f7||
india's digital infrastructure|potential harm or crimes|emergence of multiple types of intermediaries|bee39e9c57284375ab9ef3286387d6f7||
india's digital infrastructure|comprehensive measures|taken to prepare for the future|bee39e9c57284375ab9ef3286387d6f7||
india's digital infrastructure|potential dpi’s scalability|significant emphasis on considerations like robust technology frameworks, interoperability, open Application Programming Interfaces, data management, and addressing infrastructure gaps|bee39e9c57284375ab9ef3286387d6f7||
india's digital inclusion|key strategies|establish its infrastructure at scale|bee39e9c57284375ab9ef3286387d6f7||
india's digital inclusion|accessibility|promoting digital literacy and skill development|bee39e9c57284375ab9ef3286387d6f7||
india's digital inclusion|last-mile connectivity|focus on last-mile connectivity|bee39e9c57284375ab9ef3286387d6f7||
india's digital inclusion|multilingual support|ensuring accessibility|bee39e9c57284375ab9ef3286387d6f7||
digital public infrastructure transformation|establishing forums and platforms|Collaborative approach for stakeholder engagement|636a089b8c704526b9f5f9786744cf50||
stakeholders|policy discussions and regulatory consultations|Understanding needs and concerns|636a089b8c704526b9f5f9786744cf50||
balanced regulatory policies|adoption|Informed by stakeholder engagement|636a089b8c704526b9f5f9786744cf50||
indian regulators|agility in updating and adapting regulations|Fast-paced digital landscape|636a089b8c704526b9f5f9786744cf50||
digital personal data protection bill 2022|individual consent|Processing of personal data|636a089b8c704526b9f5f9786744cf50||
digital india act 2023|global standard cyber laws|Consumer needs, emerging technologies, market trends|636a089b8c704526b9f5f9786744cf50||
india|strides in regulation and innovation|Challenges remain|636a089b8c704526b9f5f9786744cf50||
continuous monitoring|adaptation of regulatory frameworks|Evolving technologies and market dynamics|636a089b8c704526b9f5f9786744cf50||
infrastructure, investment, and commitment|scale in the country|Ongoing collaboration|636a089b8c704526b9f5f9786744cf50||
regulators, industry players, and stakeholders|maintaining an innovation-friendly environment|Upholding consumer needs|636a089b8c704526b9f5f9786744cf50||
india's dpi|inclusive growth|Advantages of harnessing technology for|120159ef4cf6481e8226770a5ca66127||
india's dpi|economic development|Advantages of harnessing technology for|120159ef4cf6481e8226770a5ca66127||
india's dpi|improved governance|Advantages of harnessing technology for|120159ef4cf6481e8226770a5ca66127||
india's dpi|consumer protection|Upholding while maintaining an innovation-friendly environment|120159ef4cf6481e8226770a5ca66127||
india's dpi|emerging risks|Addressing|120159ef4cf6481e8226770a5ca66127||
india's dpi|regulators|Crucial to maintaining an innovation-friendly environment|120159ef4cf6481e8226770a5ca66127||
india's dpi|industry players and other stakeholders|Crucial to maintaining an innovation-friendly environment|120159ef4cf6481e8226770a5ca66127||
aadhaar, upi, digital health infrastructure, dbt, e-governance|india's dpi initiatives|Enabling digital ecosystem for inclusive growth and improved governance|120159ef4cf6481e8226770a5ca66127||
india's dpi|unique challenges|Addressed by implementing similar DPIs in other countries|120159ef4cf6481e8226770a5ca66127||
technology|citizens' benefit|Leverage the potential of for|120159ef4cf6481e8226770a5ca66127||
g20|global health|Pathways to Health Equity|a2bea37a1e0a4958aa622859959f8dd7||
countries|contextual differences|consider|a2bea37a1e0a4958aa622859959f8dd7||
population size|technological development|level of|a2bea37a1e0a4958aa622859959f8dd7||
political priorities|policy outlooks|customise their learnings|a2bea37a1e0a4958aa622859959f8dd7||
india's dpi experience|digital era|can serve as inspiration and guide|a2bea37a1e0a4958aa622859959f8dd7||
robust digital systems|inclusive societies|foster|a2bea37a1e0a4958aa622859959f8dd7||
sustainable development|21st century|drive|a2bea37a1e0a4958aa622859959f8dd7||
sameer kanwar|director, digital health, india and south asia hub, path|is|a2bea37a1e0a4958aa622859959f8dd7||
varun kumar|senior program officer, path|is|a2bea37a1e0a4958aa622859959f8dd7||
antibiotics|bacterial infections|reducing morbidity and mortality|56cb31ef42a4491684ce3bb3afc86948||
antibiotics|overuse and misuse|accelerating development of antibiotic resistance|56cb31ef42a4491684ce3bb3afc86948||
antimicrobial resistance (amr)|global health crisis||56cb31ef42a4491684ce3bb3afc86948||
bacterial amr|deaths worldwide|being directly responsible for|56cb31ef42a4491684ce3bb3afc86948||
antimicrobial resistance (amr)|challenges to health equity||56cb31ef42a4491684ce3bb3afc86948||
global scale|achieving health equity||56cb31ef42a4491684ce3bb3afc86948||
amr|burden of amr|being suspected to be highest in low-income countries|56cb31ef42a4491684ce3bb3afc86948||
antimicrobials|resistant bacterial pathogens|eventually becoming resistant to|56cb31ef42a4491684ce3bb3afc86948||
amr|impact on healthcare systems and patient outcomes||56cb31ef42a4491684ce3bb3afc86948||
amr|addressing the issue|crucial for|56cb31ef42a4491684ce3bb3afc86948||
systems|patient outcomes|focus|5f7f2e3a81c34f3e8350a17a564371bb||
accelerating efforts|combating amr|relationship|5f7f2e3a81c34f3e8350a17a564371bb||
health equity|addressing amr issue|crucial for|5f7f2e3a81c34f3e8350a17a564371bb||
ranga reddy burri|robert skov|co-authors|5f7f2e3a81c34f3e8350a17a564371bb||
bulagonda eswarappa pradeep|ralf sudbrak|co-authors|5f7f2e3a81c34f3e8350a17a564371bb||
the battle against antimicrobial resistance|amr|synonymous with|5f7f2e3a81c34f3e8350a17a564371bb||
antimicrobial resistance|prevention and treatment of infectious diseases|impedes|4c09cfa7a92c4c6f91015c4bc12ca169||
antimicrobial resistance|natural biological evolution|part of|4c09cfa7a92c4c6f91015c4bc12ca169||
antimicrobial resistance|development of resistance|mechanisms involved in|4c09cfa7a92c4c6f91015c4bc12ca169||
antimicrobial resistance|inherent resistance|no target for antibiotic|4c09cfa7a92c4c6f91015c4bc12ca169||
antimicrobial resistance|exposure to antimicrobials|accelerates generation of resistance|4c09cfa7a92c4c6f91015c4bc12ca169||
antimicrobial resistance|antimicrobial agents|Affects all types of|4c09cfa7a92c4c6f91015c4bc12ca169||
amr|antibiotics, antivirals, antifungals, and antiparasitic drugs|is associated with|33f75b1bdb184c6a8d92a9f94c8e12aa||
amr|inadequate infection prevention and control|caused by|33f75b1bdb184c6a8d92a9f94c8e12aa||
amr|poor diagnostic capacity|due to|33f75b1bdb184c6a8d92a9f94c8e12aa||
amr|drying antimicrobial development and production pipeline|influenced by|33f75b1bdb184c6a8d92a9f94c8e12aa||
amr|abuse/inappropriate use of antibiotics|resulting from|33f75b1bdb184c6a8d92a9f94c8e12aa||
inadequate infection prevention and control|spread of amr|related to|f264cfbdf5374cb18f41be2df1db4bc9||
poor hand hygiene|inadequate sanitation|contributing factors to rapid spread|f264cfbdf5374cb18f41be2df1db4bc9||
strict adherence to infection control measures|lower occurrence of hospital-acquired infections|helps prevent|f264cfbdf5374cb18f41be2df1db4bc9||
appropriate measures for ipc|reducing the risk of amr spread|important to reduce|f264cfbdf5374cb18f41be2df1db4bc9||
inadequately-trained human resources|implementation of ipc practices in lmics|hinders implementation|f264cfbdf5374cb18f41be2df1db4bc9||
world health organization and us centers for disease control and prevention|training modules for infection preventionists|provide resources|f264cfbdf5374cb18f41be2df1db4bc9||
infection control academy of india|diploma course to build capacity of infection preventionists|supports training efforts|f264cfbdf5374cb18f41be2df1db4bc9||
use of antimicrobial drugs|selection pressure on microbes|causes|f264cfbdf5374cb18f41be2df1db4bc9||
social and administrative factors|emergence of amr|contribute to|f264cfbdf5374cb18f41be2df1db4bc9||
pressure on microbes|use of antimicrobial drugs|cause|b25025b426a4481fb8034389f7d5521c||
social and administrative factors|emergence of amr|contribute to|b25025b426a4481fb8034389f7d5521c||
availability of antimicrobials through otc sales|countries|in|b25025b426a4481fb8034389f7d5521c||
over-the-counter (otc) sales|requiring prescriptions|without|b25025b426a4481fb8034389f7d5521c||
inappropriate prescription of antibiotics by physicians|overuse of antibiotics|contribute to|b25025b426a4481fb8034389f7d5521c||
study conducted by who|proportion of antimicrobials prescribed in outpatient departments|highlighted that|b25025b426a4481fb8034389f7d5521c||
rampant use of antibiotics in the livestock sector|pressure from patients to be prescribed an antibiotic for immediate relief from symptoms|contribute to|b25025b426a4481fb8034389f7d5521c||
self-medication|discontinuation of antibiotic course after relief from symptoms|worsen drug resistance in pathogens|b25025b426a4481fb8034389f7d5521c||
stricter antibiotic prescription and consumption measures|prevention of otc sale of antimicrobials|crucial|b25025b426a4481fb8034389f7d5521c||
antimicrobial drug development process|complete antibiotic drug development process|takes|b25025b426a4481fb8034389f7d5521c||
advancements in computational|drying antimicrobial development and production pipeline|due to|b25025b426a4481fb8034389f7d5521c||
antibiotic resistance|chemistry and artificial intelligence (ai)|Assist in discovery of new antimicrobials|d6a0fa9223a74b6bb573ddaa0d4a0b34||
amr|bacteria|Swiftly develop resistance to antibiotics|d6a0fa9223a74b6bb573ddaa0d4a0b34||
antibiotic resistance|antimicrobial discovery|Efficient in discovery process|d6a0fa9223a74b6bb573ddaa0d4a0b34||
antimicrobial discovery|bacteria|Develop resistance to new antibiotics|d6a0fa9223a74b6bb573ddaa0d4a0b34||
amr|laborious efforts|Result in timelines cutting down|d6a0fa9223a74b6bb573ddaa0d4a0b34||
antibiotic resistance|new technologies|Integration may help in accelerating discovery process|d6a0fa9223a74b6bb573ddaa0d4a0b34||
investment|antibiotic research and development|Limited investment results in insufficient clinical pipeline|d6a0fa9223a74b6bb573ddaa0d4a0b34||
amr|who priority pathogens|Address the emergence and spread of AMR infections|d6a0fa9223a74b6bb573ddaa0d4a0b34||
traditional antibiotics|who bacterial priority pathogens|Active against the pathogens|d6a0fa9223a74b6bb573ddaa0d4a0b34||
non-traditional antibiotics|who bacterial priority pathogens|Active against the pathogens|d6a0fa9223a74b6bb573ddaa0d4a0b34||
amr|antibiotics|cause and response|fa2e98764d92497a96afded036f69b3c||
traditional antibiotics|who bacterial priority pathogens|active against|fa2e98764d92497a96afded036f69b3c||
mycobacterium tuberculosis|traditional antibiotics|against|fa2e98764d92497a96afded036f69b3c||
clostridium difficile|traditional antibiotics|exclusively against|fa2e98764d92497a96afded036f69b3c||
who's four innovation criteria|antibacterials targeting priority pathogens|fulfil at least one of|fa2e98764d92497a96afded036f69b3c||
antibiotic market|big pharmaceutical companies|exited by|fa2e98764d92497a96afded036f69b3c||
antibiotic market|companies remaining|challenges faced by|fa2e98764d92497a96afded036f69b3c||
novel antibiotics development|economic sustainability|affected by|fa2e98764d92497a96afded036f69b3c||
new reimbursement models|antibiotic development|needed to make more economically sustainable|fa2e98764d92497a96afded036f69b3c||
accelerating global health|pathways to health equity for the g20|part of|a6e0c242b2ce4ecabcca7b5e2a13432e||
innovative financing mechanisms|addressing financial incentives for private sector|crucial role in|a6e0c242b2ce4ecabcca7b5e2a13432e||
advance market commitment–type investments|organizations like dndi, cepi, and gavi|implemented by|a6e0c242b2ce4ecabcca7b5e2a13432e||
governments pool funding|manufacturers and private sector in creating antibiotics|supports|a6e0c242b2ce4ecabcca7b5e2a13432e||
equitable pricing and access|antibiotics|ensures|a6e0c242b2ce4ecabcca7b5e2a13432e||
private-sector investment|incentivised by this approach|incentivises|a6e0c242b2ce4ecabcca7b5e2a13432e||
financial barriers|overcome by this approach|contributes to|a6e0c242b2ce4ecabcca7b5e2a13432e||
fight against amr|securing effective treatments for all|secures|a6e0c242b2ce4ecabcca7b5e2a13432e||
accurate and timely diagnostics|critical for identifying and managing infectious diseases|critical to|a6e0c242b2ce4ecabcca7b5e2a13432e||
poor diagnostic capacity|delayed or inappropriate treatment, increased morbidity, mortality, and spread of infectious diseases|lead to|a6e0c242b2ce4ecabcca7b5e2a13432e||
limited access|diagnostic technologies, inadequate laboratory supplies and equipment|encompasses|a6e0c242b2ce4ecabcca7b5e2a13432e||
poor quality of chemicals and equipment|absence of reliable quality assurance systems|part of|a6e0c242b2ce4ecabcca7b5e2a13432e||
poor diagnostic capacity|health sector in developing countries|challenge of|ae9f62f143fa4583888a5169b9b70f5f||
lack of timely diagnostics|vulnerable populations in high-income countries (hic)|challenge in|ae9f62f143fa4583888a5169b9b70f5f||
improving diagnostic capacity|lmics|essential for|ae9f62f143fa4583888a5169b9b70f5f||
ensuring equitable access to diagnostics|vulnerable populations|essential for|ae9f62f143fa4583888a5169b9b70f5f||
enhancing the quality and efficiency of healthcare delivery|global health goals of reducing the burden of communicable and non-communicable diseases|important to|ae9f62f143fa4583888a5169b9b70f5f||
alternative therapies|exploration|innovation related to AMR|ae9f62f143fa4583888a5169b9b70f5f||
bacteriophages|antimicrobial pep tides (a m p s)|example of alternative therapies|ae9f62f143fa4583888a5169b9b70f5f||
bacteriophages|antimicrobial adjuvants|alternative therapy examples|ae9f62f143fa4583888a5169b9b70f5f||
faecal microbiota transplant (fmt)|competitive exclusion of pathogens through genetically modified probiotics and |examples of alternative therapies|ae9f62f143fa4583888a5169b9b70f5f||
postbiotics|antibacterial agents|alternative approach|eef5aa9b8739411b810009a682c605ea||
streamlined approval of new antimicrobials|expediting the development timeline|enabler|eef5aa9b8739411b810009a682c605ea||
regulatory agencies, researchers, and industry stakeholders|harmonised protocols|promoting collaboration|eef5aa9b8739411b810009a682c605ea||
drug repurposing|existing drugs|identifying new therapeutic applications|eef5aa9b8739411b810009a682c605ea||
in-silico analyses, high-throughput screening, and exploring drug libraries|potential antibacterial activity|leveraging existing knowledge and safety profiles|eef5aa9b8739411b810009a682c605ea||
machine learning (ml) and ai|accelerate drug repurposing|using advanced technologies|eef5aa9b8739411b810009a682c605ea||
drug repurposing|ml and ai|accelerate|191122a7c9ca424eb5b629f64b84501e||
ml and ai|relationships among biological components (such as genes, proteins, diseases, and drugs)|detection|191122a7c9ca424eb5b629f64b84501e||
ml and ai|neural network-based approaches|learn patterns and properties of fingerprints|191122a7c9ca424eb5b629f64b84501e||
ai|diagnostic process|harnessed|191122a7c9ca424eb5b629f64b84501e||
amrx™|academic–industry collaboration in india|developed|191122a7c9ca424eb5b629f64b84501e||
amrx™|ai/ml-based culture-free prediction system|context of urinary tract infections|191122a7c9ca424eb5b629f64b84501e||
amrx™|clinical decision support system|improve empirical antibiotic prescriptions|191122a7c9ca424eb5b629f64b84501e||
amrx™|reduce unnecessary laboratory testing of samples|to reduce unnecessary laboratory testing|191122a7c9ca424eb5b629f64b84501e||
global efforts|amr|Addressing|8c316bb5722c4d8d86175a03d060beff||
diverse government agencies, academia, practitioners, and industry|collaborative research and funding initiatives|Involving|8c316bb5722c4d8d86175a03d060beff||
quadripartite|one health' approach|Promote|8c316bb5722c4d8d86175a03d060beff||
national action plans (naps)|concrete amr mitigation actions|Converted to|8c316bb5722c4d8d86175a03d060beff||
international centre for antimicrobial resistance solutions (icars)|support countries with funding and expertise|To develop|8c316bb5722c4d8d86175a03d060beff||
amr multi-partner trust fund (mptf)|implementation of one health naps|Catalyse|8c316bb5722c4d8d86175a03d060beff||
one health naps|quadripartite members|catalyse the implementation|11ba021f8b0941128d23e1635a7534dc||
global amr r&d hub in berlin|collaboration and coordination of research and development on amr|promoting collaboration and coordination|11ba021f8b0941128d23e1635a7534dc||
organisations such as carb-x, global antibiotic research & development partnership (gardp), and the amr action fund|stimulate drug discovery and equitable access|work to stimulate|11ba021f8b0941128d23e1635a7534dc||
new models for financing the development of novel antimicrobials|countries pay for the accessibility of drugs|where countries pay for the accessibility|11ba021f8b0941128d23e1635a7534dc||
rapid diagnostic tests and point-of-care technologies in amr|absolute, concrete, and timely diagnosis detection, and management of infection-causing pathogens|will significantly decline morbidity, mortality, and the cost burden|11ba021f8b0941128d23e1635a7534dc||
rapid diagnostic tests (rdts)|point-of-care technologies (poc)|are tools that can be employed in achieving timely diagnostics|11ba021f8b0941128d23e1635a7534dc||
polymerase chain reaction-based tests|genotypic assays, and phenotypic assays|such as polymerase chain reaction-based tests, genotypic assays, and phenotypic assays|11ba021f8b0941128d23e1635a7534dc||
battle against antimicrobial resistance|management|potentially transform clinical practice and public health interventions|8d5be2c00a594be49855a53b8f10793b||
accelerating efforts to combat amr|combating amr|requires a multipronged approach|8d5be2c00a594be49855a53b8f10793b||
development of new antibiotics and alternative treatments|in the era of antimicrobial resistance|overcoming difficulties in finding new drugs|8d5be2c00a594be49855a53b8f10793b||
antibiotic repurposing|development of alternate therapies like bacteriophages|alternative treatments in the era of Antimicrobial Resistance|8d5be2c00a594be49855a53b8f10793b||
improving infection prevention and control practices|optimising antimicrobial use|Strengthening surveillance and data collection|8d5be2c00a594be49855a53b8f10793b||
integrated one health approach to unify and integrate multiple sectors|incorporating amr into national and global health plans|Strengthening surveillance and data collection|8d5be2c00a594be49855a53b8f10793b||
engaging stakeholders and raising awareness about amr|mobilising political will and fostering multi-sectoral collaboration|Integrated One Health approach to unify and integrate multiple sectors|8d5be2c00a594be49855a53b8f10793b||
amr|lmics|impacts|4232b39e033a479aa1395dd385b860ea||
amr|vulnerable populations in hics|hardest impacted by|4232b39e033a479aa1395dd385b860ea||
drying pipeline of antimicrobials|industry leaving the field|cause|4232b39e033a479aa1395dd385b860ea||
amr pandemic|severe consequences|caused by|4232b39e033a479aa1395dd385b860ea||
amr pandemic|urgent need for action|necessitates|4232b39e033a479aa1395dd385b860ea||
complex nature of amr|multifaceted effort needed|demands|4232b39e033a479aa1395dd385b860ea||
lowering overall use of antimicrobials|reducing circulation and spread of resistant microorganisms|aims to|4232b39e033a479aa1395dd385b860ea||
antimicrobial stewardship|accessibility of affordable diagnostics|includes|4232b39e033a479aa1395dd385b860ea||
strengthening ipc and biosecurity procedures|'one health' approach|carried out through|4232b39e033a479aa1395dd385b860ea||
civil society involvement|all levels of stakeholders|needs|4232b39e033a479aa1395dd385b860ea||
exploring alternative therapies|tackling amr|strategies for|4232b39e033a479aa1395dd385b860ea||
repurposing existing drugs|fostering collaborative research initiatives|key strategies in|4232b39e033a479aa1395dd385b860ea||
harnessing the power of ai|innovative approaches|provide hope for|4232b39e033a479aa1395dd385b860ea||
robust antibacterial pipeline|evolving bacterial infections|can meet the challenges posed by|610fda1279b74010ba8f39d1ab0137fb||
future treatment options|effective treatment for patients worldwide|ensure|610fda1279b74010ba8f39d1ab0137fb||
dr. ranga reddy burri|president, infection control academy of india|is|610fda1279b74010ba8f39d1ab0137fb||
honorary professor|university of hyderabad, india|at|610fda1279b74010ba8f39d1ab0137fb||
dr. robert skov|scientific director at the international centre for antimicrobial resistance solutions (icars, copenhagen, denmark)|is|610fda1279b74010ba8f39d1ab0137fb||
president-elect & secretary general|european society of clinical microbiology and infectious diseases (escmid)|is|610fda1279b74010ba8f39d1ab0137fb||
dr. bulagonda eswarappa pradeep|associate professor, department of biosciences, sri sathya sai institute of higher learning, india|is|610fda1279b74010ba8f39d1ab0137fb||
dr. ralf sudbrak|deputy director at the g l o b a l a m r r & d h u b , b e r l i n , g e r m a n y|is|610fda1279b74010ba8f39d1ab0137fb||
average life expectancy|g20 countries|increasing from 73 years to 78 years over the past two decades|dbcde4cff59545b39575aae24e1af0de||
global average|average life expectancy of g20 countries|well above the global average of 67 years.|dbcde4cff59545b39575aae24e1af0de||
human health|g20 countries' progress|since the group's inception in 1999|dbcde4cff59545b39575aae24e1af0de||
who data|figure 1: average life expectancy in g20 countries|Source|dbcde4cff59545b39575aae24e1af0de||
health equity|g20 commitment|prioritizing|678afd7b052b4476bcb6202f9c92ca9a||
life expectancy difference|g20 countries|between|678afd7b052b4476bcb6202f9c92ca9a||
increased healthcare spending|g20 nations|in absolute terms|678afd7b052b4476bcb6202f9c92ca9a||
average healthcare expenditure as % of gdp|g20 countries|from 6.8 percent to 8.5 percent between 2000 and 2019|678afd7b052b4476bcb6202f9c92ca9a||
healthcare expenditure (% of gdp) data source|who data|for|678afd7b052b4476bcb6202f9c92ca9a||
healthcare spending|universal health care coverage|increase in|1e2aba6274514421a8926919f8f7e96e||
investments in healthcare|health outcomes|coupling between|1e2aba6274514421a8926919f8f7e96e||
innovative financing mechanisms|optimisation of impact|Enhancing|1e2aba6274514421a8926919f8f7e96e||
out-of-pocket expenses|vulnerable populations|placing a burden on|1e2aba6274514421a8926919f8f7e96e||
health disparities|socioeconomic status|among different populations|1e2aba6274514421a8926919f8f7e96e||
health equity|interventions and policies|targeted towards|283bcf2fc99c4e389f33ff7f69352c7a||
disadvantaged|most disadvantaged|those who are|283bcf2fc99c4e389f33ff7f69352c7a||
healthcare services|access to quality healthcare|improving access to|283bcf2fc99c4e389f33ff7f69352c7a||
social and economic inequalities|addressing|social and economic|283bcf2fc99c4e389f33ff7f69352c7a||
health education and prevention uhc|promoting|health education and prevention|283bcf2fc99c4e389f33ff7f69352c7a||
covid-19 pandemic|everyone is safe until everyone is|illustrates the need for global health equity|a95553e2bd244b7d942444cfa3c4669e||
economic case (if not for reasons of equity) for uplifting the most vulnerable populations|no one is safe until everyone is|motivates self-interest in global health equity|a95553e2bd244b7d942444cfa3c4669e||
universal healthcare service coverage (uhc)|out-of-pocket expenses (oope) as a proportion of current health expenditure|measurement for G20 countries' health equity|a95553e2bd244b7d942444cfa3c4669e||
un sustainable development goals|universal health care|targets of the global health goals|a95553e2bd244b7d942444cfa3c4669e||
essential health services|reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access|scope of UHC|a95553e2bd244b7d942444cfa3c4669e||
most disadvantaged populations|general population|universal health care coverage|a95553e2bd244b7d942444cfa3c4669e||
out-of-pocket health healthcare spending|household expenditure >10 percent or 25 percent of total household expenditure|threshold for catastrophic OOP healthcare spending|a95553e2bd244b7d942444cfa3c4669e||
improvements in g20 countries|previous decade's data|used to identify recent progress|a95553e2bd244b7d942444cfa3c4669e||
authors|data from previous decade|used to sift out|d2e918234f264142973787e721a6225a||
countries of the g20|most recent improvements|had shown|d2e918234f264142973787e721a6225a||
authors|spain and singapore|included to the analysis|d2e918234f264142973787e721a6225a||
both these countries|permanent or recurring guest nations|to the G20 dialogues|d2e918234f264142973787e721a6225a||
authors|lessons to emulate|could offer|d2e918234f264142973787e721a6225a||
figure 4|changes in uhc service coverage with oope|in the Past Decade for G20 Countries|d2e918234f264142973787e721a6225a||
who data6uhc|aus|Source:|d2e918234f264142973787e721a6225a||
90|more health service coverage is better|Ideal Situation|d2e918234f264142973787e721a6225a||
lower out of pocket expenditure as a% of current health expenditure|oope70 60 50 40 30 20 10||d2e918234f264142973787e721a6225a||
global average : 67|global average : 312019||d2e918234f264142973787e721a6225a||
2009|zafturtur||d2e918234f264142973787e721a6225a||
ksa ksafra|fra usausajpn||d2e918234f264142973787e721a6225a||
jpndeu|ausspn spnita||d2e918234f264142973787e721a6225a||
brabrakor|chi chirus||d2e918234f264142973787e721a6225a||
rusmex|mex idn||d2e918234f264142973787e721a6225a||
idnind|indkor sgp||d2e918234f264142973787e721a6225a||
sgp|sgpcan can||d2e918234f264142973787e721a6225a||
ukuk|deu arg zaf||d2e918234f264142973787e721a6225a||
health finance|uhc|Directional movement to upper left quadrant|b4062701b5d347ce83cad737fb176357||
china, india, indonesia, singapore|remarkable achievements in uhc|Significant improvements highlighted|b4062701b5d347ce83cad737fb176357||
article|efforts in indonesia and singapore|Discussing diverse strategies|b4062701b5d347ce83cad737fb176357||
